description,technical_code
Mechanical-SMP Equipment Ancillary-Seal BiIlet-Seal BiIlet-Seal BiIlet,MEO18
Mechanical-SMP Equipment Ancillary-Pressure Vessel  Fasteners Primary Bolting -Pressure Vessel  Fastener Primary Bolt-Pressure Vessel  Fasteners Primary Bolting ,MEO19
Mechanical-SMP Equipment Ancillary-Pressure Vessel Fasteners Secondary Bolting -Pressure Vessel Fastener Secondary Bolt-Pressure Vessel Fasteners Secondary Bolting ,MEO20
Mechanical-SMP Equipment Ancillary-Pressure Vessel Fasteners Special Bolting -Pressure Vessel Fastener Special Bolt -Pressure Vessel Fasteners Special Bolting ,MEO21
Mechanical-SMP Equipment Ancillary-Forging -Forging -Forging ,MEO22
Mechanical-SMP Equipment Ancillary-Casting-Casting-Casting,MEO23
Mechanical-SMP Equipment Ancillary-Hot Isostatic Pressing Casting -Hot Isostatic Pressing Casting -Hot Isostatic Pressing Casting ,MEO24
Mechanical-Mechanical Connector-Double Articulation Connector-Double Articulation Connector-Double Articulation Connector,MEM07
Mechanical-Mechanical Connector-Double Articulation Pullthrough-Double Articulation Pullthrough-Double Articulation Pullthrough,MEM08
Mechanical-Mechanical Connector-Simple Articulation Pullthrough-Simple Articulation Pullthrough-Simple Articulation Pullthrough,MEM09
Mechanical-Mechanical Connector-Simple Articulation Connector-Simple Articulation Connector-Simple Articulation Connector,MEM04
Mechanical-Mechanical Connector-Double Articulation Connector-Double Articulation Connector-Double Articulation Connector,MEM07
Mechanical-Mechanical Connector-Double Articulation Pullthrough-Double Articulation Pullthrough-Double Articulation Pullthrough,MEM02
Mechanical-Mechanical Connector-Simple Articulation Pullthrough-Simple Articulation Pullthrough-Simple Articulation Pullthrough,MEM09
Mechanical-Mechanical Connector-Double Articulation Pullthrough-Double Articulation Pullthrough-Double Articulation Pullthrough,MEM02
Mechanical-Mechanical Connector-Triple Articulation Pullthrough-Triple Articulation Pullthrough-Triple Articulation Pullthrough,MEM06
Mechanical-Mechanical Connector-Triple Articulation Connector-Triple Articulation Connector-Triple Articulation Connector,MEM05
Mechanical-Mechanical Connector-Double Articulation Connector-Double Articulation Connector-Double Articulation Connector,MEM07
Mechanical-Mechanical Connector-Double Articulation Pullthrough-Double Articulation Pullthrough-Double Articulation Pullthrough,MEM02
Mechanical-Mechanical Connector-In Line Mooring Connector-In Line Mooring Connector-In Line Mooring Connector,MEM03
Mechanical-Swivel-Piston Seal Swivel-Piston Seal Swivel-Piston Seal Swivel,MEK14
Mechanical-Swivel-Face Seal Swivel-Face Seal Swivel-Face Seal Swivel,MEK15
Mechanical-Swivel-Multipath Swivel Piston-Multipath Swivel Piston-Multipath Swivel Piston,MEK16
Mechanical-Swivel-Multipath Face Swivel-Multipath Face Swivel-Multipath Face Swivel,MEK04
Mechanical-Swivel-Pipe Swivel-Pipe Swivel-Pipe Swivel,MEK05
Mechanical-Swivel-Compact Toroidal Swivel-Compact Toroidal Swivel-Compact Toroidal Swivel,MEK06
Mechanical-Swivel-CPU Swivel-CPU Swivel-CPU Swivel,MEK07
Mechanical-Swivel-Exo Electric Swivel-Exo Electric Swivel-Exo Electric Swivel,MEK08
Mechanical-Swivel-Exd Electric Swivel-Exd Electric Swivel-Exd Electric Swivel,MEK09
Mechanical-Swivel-Exd Optical Swivel-Exd Optical Swivel-Exd Optical Swivel,MEK10
Mechanical-Swivel-Swivel Stack Assembly-Swivel Stack Assembly-Swivel Stack Assembly,MEK99
Mechanical-Swivel-Electrical Slip Ring-Electrical Slip Ring-Electrical Slip Ring,MEK11
Mechanical-Swivel-Optical FIber Optical Rotating Joint-Optical FIber Optical Rotating Joint-Optical FIber Optical Rotating Joint,MEK12
Mechanical-Swivel-Swivel Support-Swivel Support-Swivel Support,MEK13
Mechanical-Weathervaning-Axial Bogie Package-Axial Bogie Package-Axial Bogie Package,MEJ01
Mechanical-Weathervaning-Lower Pad-Lower Pad-Lower Pad,MEJ02
Mechanical-Weathervaning-Radial Wheel Package-Radial Wheel Package-Radial Wheel Package,MEJ03
Mechanical-Weathervaning-Main Roller Bearing-Main Roller Bearing-Main Roller Bearing,MEJ04
Loading & Offloading-Rope-Mooring Hawser Ancillaries-Mooring Hawser Ancillaries-Mooring Hawser Ancillaries,OLD02
Loading & Offloading-Hose-Hose Ancillaries-Offloading Hose Ancillaries-Offloading Hose Ancillaries,OLH09
Loading & Offloading-Hose-Hose Ancillaries-Suction Hose Ancillaries-Suction Hose Ancillaries,OLH10
Loading & Offloading-Riser Connector-Bellmouth-Bellmouth-Bellmouth,OLB01
Loading & Offloading-Riser Connector-Bend Limiter-Bend Limiter-Bend Limiter,OLB02
Loading & Offloading-Riser Connector-Joint-Joint-Joint,OLB03
Loading & Offloading-Riser Connector-Receptacle-Receptacle-Receptacle,OLB04
Loading & Offloading-Riser Connector-Ballast-Ballast-Ballast,OLB05
Loading & Offloading-Riser Connector-Buoy-Buoy-Buoy,OLB06
Loading & Offloading-Riser Connector-Tether-Tether-Tether,OLB07
Loading & Offloading-Ancillary-Bridle Chain-Bridle Chain-Bridle Chain,OLA11
Loading & Offloading-Ancillary-Fender-Fender-Fender,OLA12
Loading & Offloading-Hose-Offloading Hose Equipment-Offloading Hose Equipment-Offloading Hose Equipment,OLH01
Loading & Offloading-Hose-Suction Hose Equipment-Suction Hose Equipment-Suction Hose Equipment,OLH02
Loading & Offloading-Hose-Cryogenic Hose Equipment-Cryogenic Hose Equipment-Cryogenic Hose Equipment,OLH03
Loading & Offloading-Hose-Oil Offloading Line Equipment-Oil Offloading Line Equipment-Oil Offloading Line Equipment,OLH04
Loading & Offloading-Hose Connector-Breakaway Coupling-Breakaway Coupling-Breakaway Coupling,OLC01
Loading & Offloading-Hose Connector-Hose Coupling-Hose Coupling-Hose Coupling,OLC02
Loading & Offloading-Hose Connector-Buoyancy Module-Buoyancy Module-Buoyancy Module,OLC03
Loading & Offloading-Hose Connector-Hose Valve-Hose Valve-Hose Valve,OLC04
Loading & Offloading-Riser-Flexible Pipe Riser-Flexible Pipe Riser-Flexible Pipe Riser,OLR01
Loading & Offloading-Riser-Rigid Pipe Riser-Rigid Pipe Riser-Rigid Pipe Riser,OLR02
Loading & Offloading-Umbilical-Subsea Umbilical-Subsea Umbilical-Subsea Umbilical,OLU01
Loading & Offloading-Rope-Hawser-Hawser-Hawser,OLD01
Loading & Offloading-Umbilical-Umbilical Termination Assembly-Umbilical Termination Assembly-Umbilical Termination Assembly,OLU02
Loading & Offloading-Rope-Mooring Hawser Package-Mooring Hawser Package-Mooring Hawser Package,OLD03
Loading & Offloading-Hose-Offloading Hose Package-Offloading Hose Package-Offloading Hose Package,OLH11
Loading & Offloading-Hose-Suction Hose Package-Suction Hose Package-Suction Hose Package,OLH12
Loading & Offloading-Flowline-Flowline Package-Flowline Package-Flowline Package,OLF02
Safety-Safety Ancillary-Weatherproof Box-Weatherproof Box-Weatherproof Box,SAA01
Safety-Safety Ancillary-Weatherproof Cover-Weatherproof Cover-Weatherproof Cover,SAA02
"Safety-Safety Ancillary-Locker, Fireman Outfit-Locker, Fireman Outfit-Locker, Fireman Outfit",SAA03
Safety-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus,SAB01
Safety-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus,SAB01
Safety-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus,SAB01
Safety-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus,SAB01
Safety-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus,SAB01
Safety-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus,SAB01
Safety-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus,SAB01
Safety-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus,SAB01
Safety-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus,SAB01
Safety-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus-Breathing Apparatus,SAB01
Safety-Survival craft and rescue boats-Life Boat-Life Boat-Life Boat,SAE01
Safety-Survival craft and rescue boats-Life Raft-Life Raft-Life Raft,SAE02
Safety-Survival craft and rescue boats-Rescue Boat-Rescue Boat-Rescue Boat,SAE03
Safety-Survival craft and rescue boats-Work Boat-Work Boat-Work Boat,SAE04
Safety-Safety Environment-Spill Kit-Spill Kit-Spill Kit,SAC01
Safety-Safety Environment-Sandbox With Shovel-Sandbox With Shovel-Sandbox With Shovel,SAC02
Safety-Fire Fighting-CO2 Extinguisher-CO2 Extinguisher-CO2 Extinguisher,SAF24
Safety-Fire Fighting-Dry Powder Extinguisher-Dry Powder Extinguisher-Dry Powder Extinguisher,SAF09
Safety-Fire Fighting-Foam Extinguisher-Foam Extinguisher-Foam Extinguisher,SAF10
Safety-Fire Fighting-Water Extinguisher-Water Extinguisher-Water Extinguisher,SAF11
Safety-Fire Fighting-Wet Chemical Extinguisher-Wet Chemical Extinguisher-Wet Chemical Extinguisher,SAF25
Safety-Fire Fighting-Blanket-Blanket-Blanket,SAF12
Safety-Fire Fighting-Crash Box-Crash Box-Crash Box,SAF13
Safety-Fire Fighting-Fire Hose-Fire Hose-Fire Hose,SAF14
Safety-Fire Fighting-Monitor-Monitor-Monitor,SAF15
Safety-Fire Fighting-Foam Generator-Foam Generator-Foam Generator,SAF16
Safety-Fire Fighting-Foam Proportioner-Foam Proportioner-Foam Proportioner,SAF17
Safety-Fire Fighting-Foam Tank-Foam Tank-Foam Tank,SAF18
Safety-Fire Fighting-Fire Axe-Fire Axe-Fire Axe,SAF19
Safety-Fire Fighting-Dividing Breech-Dividing Breech-Dividing Breech,SAF20
Safety-Fire Fighting-International Shore Connection-International Shore Connection-International Shore Connection,SAF21
Safety-Fire Fighting-Portable Foam Applicator-Portable Foam Applicator-Portable Foam Applicator,SAF22
Safety-Fire Fighting-Portable Inductor & Pick-Up Tube-Portable Inductor & Pick-Up Tube-Portable Inductor & Pick-Up Tube,SAF23
Safety-Fire Fighting-Fire Hose Nozzle-Fire Hose Nozzle-Fire Hose Nozzle,SAF26
Safety-Medical-Eye Irrigation Unit-Eye Irrigation Unit-Eye Irrigation Unit,SAG08
Safety-Medical-First Aid Kit-First Aid Kit-First Aid Kit,SAG02
Safety-Medical-Respirator-Respirator-Respirator,SAG03
Safety-Medical-Resuscitator-Resuscitator-Resuscitator,SAG04
Safety-Medical-Safety Shower & Eye Wash-Safety Shower & Eye Wash-Safety Shower & Eye Wash,SAG05
Safety-Medical-Lens Cleaning Station-Lens Cleaning Station-Lens Cleaning Station,SAG06
Safety-Medical-Medical Supplies-Medical Supplies-Medical Supplies,SAG07
Safety-Passive Fire Protection-Passive Fire Protection Coating-Passive Fire Protection Coating-Passive Fire Protection Coating,SAH01
Safety-Passive Fire Protection-Passive Fire Protection Removable-Passive Fire Protection Removable-Passive Fire Protection Removable,SAH02
Safety-Personal Protection-Chemical Handling Suit-Chemical Handling Suit-Chemical Handling Suit,SAI01
Safety-Personal Protection-Fall Arrestor-Fall Arrestor-Fall Arrestor,SAI02
Safety-Personal Protection-Fireman Outfit-Fireman Outfit-Fireman Outfit,SAI03
Safety-Personal Protection-Harness-Harness-Harness,SAI04
Safety-Personal Protection-Helideck Fireman Suit-Helideck Fireman Suit-Helideck Fireman Suit,SAI05
Safety-Personal Protection-Karabiner & Hooks-Karabiner & Hooks-Karabiner & Hooks,SAI06
Safety-Portable Detector-Portable Benzene Detector-Portable Benzene Detector-Portable Benzene Detector,SAJ01
Safety-Portable Detector-Portable Combustible / Flammable Gas Detector-Portable Gas Detector-Portable Combustible / Flammable Gas Detector,SAJ02
Safety-Portable Detector-Portable Gas Monitor-Portable Gas Monitor-Portable Gas Monitor,SAJ03
Safety-Portable Detector-Portable Area Gas Monitor-Portable Area Gas Monitor-Portable Area Gas Monitor,SAJ04
Safety-Portable Detector-Portable H2S Detector-Portable H2S Detector-Portable H2S Detector,SAJ05
Safety-Portable Detector-Portable Oxygen Analyzer-Portable Oxygen Analyzer-Portable Oxygen Analyzer,SAJ06
Safety-Portable Detector-Sound Level Meter-Sound Level Meter-Sound Level Meter,SAJ07
Safety-Evacuation-Basket Stretcher & Adjustable Lifting Harness-Stretcher & Lifting Harness-Basket Stretcher & Adjustable Lifting Harness,SAD01
Safety-Evacuation-Embarkation Ladder-Embarkation Ladder-Embarkation Ladder,SAD02
Safety-Evacuation-Escape Ladder And Rope-Escape Ladder And Rope-Escape Ladder And Rope,SAD03
Safety-Evacuation-Helideck Landing Net-Helideck Landing Net-Helideck Landing Net,SAD04
Safety-Evacuation-High Voltage Rescue Kits-High Voltage Rescue Kits-High Voltage Rescue Kits,SAD05
Safety-Evacuation-Lifeboat Distress Kit-Lifeboat Distress Kit-Lifeboat Distress Kit,SAD06
Safety-Evacuation-Lifebuoy-Lifebuoy-Lifebuoy,SAD07
Safety-Evacuation-Line Throwing Equipment-Line Throwing Equipment-Line Throwing Equipment,SAD08
Safety-Evacuation-Personnel Transfer Basket-Personnel Transfer Basket-Personnel Transfer Basket,SAD09
Safety-Evacuation-Rescue ‘Y’ Lanyard-Rescue ‘Y’ Lanyard-Rescue ‘Y’ Lanyard,SAD10
Safety-Evacuation-Rescue Tripod-Rescue Tripod-Rescue Tripod,SAD11
Safety-Evacuation-Scoop Basket & Lifting Harness-Scoop Basket & Lifting Harness-Scoop Basket & Lifting Harness,SAD12
Safety-Evacuation-Shock Absorbing Lanyard-Shock Absorbing Lanyard-Shock Absorbing Lanyard,SAD13
Safety-Evacuation-Stretcher & Four Point Lifting Harness-Stretcher & Four Point Lifting Harness-Stretcher & Four Point Lifting Harness,SAD18
Safety-Evacuation-Water Powered Fans-Water Powered Fans-Water Powered Fans,SAD20
Safety-Evacuation-Rescue Winch-Rescue Winch-Rescue Winch,SAD16
Safety-Evacuation-Personal Distress Signal Unit-Personal Distress Signal Unit-Personal Distress Signal Unit,SAD14
Safety-Evacuation-Safety Lamps-Safety Lamps-Safety Lamps,SAD15
Safety-Evacuation-Bridge Distress Kit-Bridge Distress Kit-Bridge Distress Kit,SAD27
Safety-Evacuation-Emergency Light & Smoke Marker-Emergency Light & Smoke Marker-Emergency Light & Smoke Marker,SAD19
Safety-Evacuation-Ex-Proof Portable Electric Lights-Ex-Proof Portable Electric Lights-Ex-Proof Portable Electric Lights,SAD21
Safety-Evacuation-Cabin Grab Bags-Cabin Grab Bags-Cabin Grab Bags,SAD22
Safety-Evacuation-Lifebuoy Light-Lifebuoy Light-Lifebuoy Light,SAD23
Safety-Evacuation-Lifebuoy Line-Lifebuoy Line-Lifebuoy Line,SAD24
Safety-Evacuation-Lifejacket-Lifejacket-Lifejacket,SAD25
Safety-Evacuation-Cabin Torch & Lightstick-Cabin Torch & Lightstick-Cabin Torch & Lightstick,SAD26
Safety-Signals-Safety Signs-Safety Signs-Safety Signs,SAS01
Safety-Signals-Buoyant Smoke Marker-Buoyant Smoke Marker-Buoyant Smoke Marker,SAS02
Safety-Signals-Hand Held Distress Flare-Hand Held Distress Flare-Hand Held Distress Flare,SAS03
Safety-Signals-Parachute & Rocket Flares-Parachute & Rocket Flares-Parachute & Rocket Flares,SAS04
Safety-Signals-Pneumatic Line Thrower-Pneumatic Line Thrower-Pneumatic Line Thrower,SAS05
Safety-Fire Fighting-Dry Chemical Package-Dry Chemical Package-Dry Chemical Package,SAF01
Safety-Fire Fighting-Foam Package-Foam Package-Foam Package,SAF02
Safety-Fire Fighting-Gaseous Fire Suppression Package-Gaseous Fire Suppression Package-Gaseous Fire Suppression Package,SAF03
Safety-Fire Fighting-Hi-Ex Foam Package-Hi-Ex Foam Package-Hi-Ex Foam Package,SAF04
Safety-Fire Fighting-Sprinkler Package-Sprinkler Package-Sprinkler Package,SAF05
Safety-Fire Fighting-Water Mist Package-Water Mist Package-Water Mist Package,SAF06
Safety-Fire Fighting-Wet Chemical Package-Wet Chemical Package-Wet Chemical Package,SAF07
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecommunication Ancillary-Telecommunication Ancillary-Telecommunication Ancillary,TCA01
Telecommunication-Ancillary-Telecom. Ancillary (Generic) - for migration only-Telecom. Ancillary (Generic) - for migration only-Telecom. Ancillary (Generic) - for migration only,TCA99
Telecommunication-Access Control-Access Control-Access Control-Access Control,TCB01
Telecommunication-Access Control-Access Control-Access Control-Access Control,TCB01
Telecommunication-Access Control-Access Control-Access Control-Access Control,TCB01
